method,configuration,total_mean_ms,prediction_ms,selection_ms,certificate_ms,other_routing_ms,remaining_solver_ms,note
F8,pca,87.227654513198,0.0,0.0,0.0,2.540742179917288,84.68691233328072,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F8,all,102.54449884592356,0.0,0.0004581795817810214,17.254804403920488,3.096965110065259,82.19227115235603,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F8,heuristic25,93.28993540253174,0.0,2.637536818939326,5.308342707899606,2.803981834707278,82.54007404098553,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F8,random25,98.71041483226388,0.0,6.170431388656855,5.50562056883387,2.8121638341771242,84.22219904059602,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F8,direct25,111.45238408345095,18.676874056230492,2.4816001789278945,5.4120948896322965,2.827546584740049,82.05426837392022,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F8,fm05,113.36980498688514,23.540042250614434,1.594390736095698,2.3300667362491367,2.6997026092835266,83.20560265464236,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F8,fm10,114.02536520795871,23.621330305912934,1.8241160141769797,3.0373538619541147,2.767888373758375,82.7746766521563,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F8,fm25,116.1460470832228,23.957898680843453,2.3562536654127246,5.3222299864299,2.900604681296195,81.60906006924051,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,pca,80.21583586155936,0.0,0.0,0.0,2.5701005411570397,77.64573532040231,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,all,95.12430209704486,0.0,0.0005421542381453845,17.2768425826588,3.1587153037738354,74.68820205637408,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,heuristic25,86.41921620821653,0.0,2.634116305570286,5.3314959443216345,2.8225991942842183,75.63100476404038,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,random25,92.10508957059777,0.0,6.099438847134782,5.479278056655958,2.745625873204618,77.7807467936024,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,direct25,104.92041754211338,18.683627332292318,2.4605230565713203,5.382177597817241,2.797106333067253,75.59698322236525,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,fm05,107.42597970966017,23.671800250263512,1.5530827501303672,2.3231061538050803,2.6955463593670452,77.18244419609415,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,fm10,107.25071136039332,23.52401211080885,1.8134234164285266,3.0476824718385207,2.7389561259446444,76.12663723537277,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
F16,fm25,109.03981063792243,23.99254575033814,2.349487526468389,5.302763403354523,2.8324519043962946,74.56256205336507,"Arithmetic mean of all retained samples, additive decomposition; different point estimator from the primary median table."
