"Kernel Name","void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(T1::Params)",
"Address","Source","Instructions Executed"
"0x7db95b768500","      LDC R1, c[0x0][0x37c]","3168"
"0x7db95b768510","      S2R R4, SR_CTAID.Y","3168"
"0x7db95b768520","      LDC R5, c[0x0][0x398]","3168"
"0x7db95b768530","      MOV R0, 0xffffffff","3168"
"0x7db95b768540","      LDCU UR5, c[0x0][0x390]","3168"
"0x7db95b768550","      S2R R2, SR_CTAID.X","3168"
"0x7db95b768560","      LDCU UR4, c[0x0][0x38c]","3168"
"0x7db95b768570","      SHF.L.U32 R3, R0, R5, RZ","3168"
"0x7db95b768580","      SHF.L.U32 R0, R4, R5, RZ","3168"
"0x7db95b768590","      LOP3.LUT R3, R2, R3, RZ, 0x30, !PT","3168"
"0x7db95b7685a0","      SHF.R.U32.HI R5, RZ, R5, R2","3168"
"0x7db95b7685b0","      IADD3 R0, PT, PT, R0, R3, RZ","3168"
"0x7db95b7685c0","      ISETP.GE.AND P0, PT, R0, UR5, PT","3168"
"0x7db95b7685d0","      ISETP.GE.OR P0, PT, R5, UR4, P0","3168"
"0x7db95b7685e0","@P0   EXIT","3168"
"0x7db95b7685f0","      LDC R2, c[0x0][0x39c]","2772"
"0x7db95b768600","      LDCU UR10, c[0x0][0x388]","2772"
"0x7db95b768610","      LDC.64 R26, c[0x0][0x498]","2772"
"0x7db95b768620","      LDC.64 R24, c[0x0][0x4a0]","2772"
"0x7db95b768630","      S2UR UR6, SR_CTAID.Z","2772"
"0x7db95b768640","      ISETP.GT.U32.AND P0, PT, R2, 0x1, PT","2772"
"0x7db95b768650","@P0   BRA 0x7db95b7686f0","2772"
"0x7db95b768660","      LDCU UR4, c[0x0][0x3a4]","2772"
"0x7db95b768670","      LDCU UR5, c[0x0][0x394]","2772"
"0x7db95b768680","      UIADD3 UR7, UPT, UPT, UR6, 0x1, URZ","2772"
"0x7db95b768690","      UIMAD UR10, UR6, UR4, UR4","2772"
"0x7db95b7686a0","      UIMAD UR4, UR6, UR4, URZ","2772"
"0x7db95b7686b0","      UISETP.GE.AND UP0, UPT, UR7, UR5, UPT","2772"
"0x7db95b7686c0","      MOV R4, UR4","2772"
"0x7db95b7686d0","@UP0  LDCU UR10, c[0x0][0x388]","2772"
"0x7db95b7686e0","      BRA 0x7db95b768870","2772"
"0x7db95b7686f0","      ISETP.NE.AND P0, PT, R2, 0x3, PT","0"
"0x7db95b768700","      HFMA2 R4, -RZ, RZ, 0, 0","0"
"0x7db95b768710","@!P0  BRA 0x7db95b768810","0"
"0x7db95b768720","      ISETP.NE.AND P0, PT, R2, 0x2, PT","0"
"0x7db95b768730","@P0   BRA 0x7db95b768870","0"
